1.166641891271446685e+00,2.000000000000000000e+00
1.162577872749232633e+00,2.009659659659659869e+00
1.158622346781530865e+00,2.019319319319319295e+00
1.154771964259552197e+00,2.028978978978979164e+00
1.151023501142076855e+00,2.038638638638638589e+00
1.147373852741784939e+00,2.048298298298298459e+00
1.143820028323710991e+00,2.057957957957957884e+00
1.140359145996031165e+00,2.067617617617617753e+00
1.136988427874847440e+00,2.077277277277277179e+00
1.133705195505897212e+00,2.086936936936937048e+00
1.130506865527361349e+00,2.096596596596596473e+00
1.127390945559013202e+00,2.106256256256256343e+00
1.124355030304002634e+00,2.115915915915915768e+00
1.121396797850494842e+00,2.125575575575575638e+00
1.118514006161251739e+00,2.135235235235235063e+00
1.115704489740065197e+00,2.144894894894894932e+00
1.112966156464674228e+00,2.154554554554554358e+00
1.110296984576501833e+00,2.164214214214214227e+00
1.107695019818176307e+00,2.173873873873874096e+00
1.105158372710394410e+00,2.183533533533533522e+00
1.102685215960229836e+00,2.193193193193193391e+00
1.100273781993499123e+00,2.202852852852852816e+00
1.097922360604273617e+00,2.212512512512512686e+00
1.095629296715049605e+00,2.222172172172172111e+00
1.093392988241510988e+00,2.231831831831831980e+00
1.091211884056189296e+00,2.241491491491491406e+00
1.089084482045681312e+00,2.251151151151151275e+00
1.087009327256403202e+00,2.260810810810810700e+00
1.084985010124183802e+00,2.270470470470470570e+00
1.083010164783261953e+00,2.280130130130129995e+00
1.081083467450537183e+00,2.289789789789789864e+00
1.079203634881159335e+00,2.299449449449449290e+00
1.077369422891778061e+00,2.309109109109109159e+00
1.075579624947984758e+00,2.318768768768768584e+00
1.073833070812693746e+00,2.328428428428428454e+00
1.072128625252378287e+00,2.338088088088087879e+00
1.070465186798269075e+00,2.347747747747747749e+00
1.068841686559790727e+00,2.357407407407407618e+00
1.067257087087640333e+00,2.367067067067067043e+00
1.065710381284096897e+00,2.376726726726726913e+00
1.064200591358249515e+00,2.386386386386386338e+00
1.062726767823983565e+00,2.396046046046046207e+00
1.061287988538669236e+00,2.405705705705705633e+00
1.059883357780619706e+00,2.415365365365365502e+00
1.058512005363481334e+00,2.425025025025024927e+00
1.057173085785826361e+00,2.434684684684684797e+00
1.055865777414305873e+00,2.444344344344344222e+00
1.054589281698805170e+00,2.454004004004004091e+00
1.053342822418140701e+00,2.463663663663663517e+00
1.052125644954888140e+00,2.473323323323323386e+00
1.050937015598038871e+00,2.482982982982982811e+00
1.049776220872215227e+00,2.492642642642642681e+00
1.048642566892268535e+00,2.502302302302302550e+00
1.047535378742123990e+00,2.511961961961961975e+00
1.046453999876804764e+00,2.521621621621621401e+00
1.045397791546624156e+00,2.531281281281281270e+00
1.044366132242567913e+00,2.540940940940941140e+00
1.043358417161964979e+00,2.550600600600600565e+00
1.042374057693563394e+00,2.560260260260259990e+00
1.041412480921187544e+00,2.569919919919919860e+00
1.040473129145186526e+00,2.579579579579579729e+00
1.039555459420927752e+00,2.589239239239239154e+00
1.038658943113615951e+00,2.598898898898899024e+00
1.037783065468763422e+00,2.608558558558558449e+00
1.036927325197660732e+00,2.618218218218218318e+00
1.036091234077237688e+00,2.627877877877877744e+00
1.035274316563716157e+00,2.637537537537537613e+00
1.034476109419508738e+00,2.647197197197197038e+00
1.033696161352820608e+00,2.656856856856856908e+00
1.032934032669445612e+00,2.666516516516516333e+00
1.032189294936276536e+00,2.676176176176176202e+00
1.031461530656063719e+00,2.685835835835836072e+00
1.030750332952974357e+00,2.695495495495495497e+00
1.030055305268541943e+00,2.705155155155154922e+00
1.029376061067591497e+00,2.714814814814814792e+00
1.028712223553759575e+00,2.724474474474474661e+00
1.028063425394242003e+00,2.734134134134134086e+00
1.027429308453417622e+00,2.743793793793793512e+00
1.026809523535007651e+00,2.753453453453453381e+00
1.026203730132453806e+00,2.763113113113113251e+00
1.025611596187202323e+00,2.772772772772772676e+00
1.025032797854605437e+00,2.782432432432432545e+00
1.024467019277152557e+00,2.792092092092091971e+00
1.023913952364763125e+00,2.801751751751751840e+00
1.023373296581884473e+00,2.811411411411411265e+00
1.022844758741145776e+00,2.821071071071071135e+00
1.022328052803328946e+00,2.830730730730730560e+00
1.021822899683430874e+00,2.840390390390390429e+00
1.021329027062601646e+00,2.850050050050049855e+00
1.020846169205741560e+00,2.859709709709709724e+00
1.020374066784568656e+00,2.869369369369369593e+00
1.019912466705951148e+00,2.879029029029029019e+00
1.019461121945329118e+00,2.888688688688688444e+00
1.019019791385048501e+00,2.898348348348348313e+00
1.018588239657427286e+00,2.908008008008008183e+00
1.018166236992406493e+00,2.917667667667667608e+00
1.017753559069613400e+00,2.927327327327327033e+00
1.017349986874697798e+00,2.936986986986986903e+00
1.016955306559787608e+00,2.946646646646646772e+00
1.016569309307932656e+00,2.956306306306306197e+00
1.016191791201396688e+00,2.965965965965966067e+00
1.015822553093672420e+00,2.975625625625625492e+00
1.015461400485093479e+00,2.985285285285285362e+00
1.015108143401923124e+00,2.994944944944944787e+00
1.014762596278813822e+00,3.004604604604604656e+00
1.014424577844511122e+00,3.014264264264264526e+00
1.014093911010712779e+00,3.023923923923923951e+00
1.013770422763967671e+00,3.033583583583583376e+00
1.013453944060525247e+00,3.043243243243243246e+00
1.013144309724034020e+00,3.052902902902903115e+00
1.012841358345999865e+00,3.062562562562562540e+00
1.012544932188917945e+00,3.072222222222221966e+00
1.012254877091989025e+00,3.081881881881881835e+00
1.011971042379343988e+00,3.091541541541541704e+00
1.011693280770689096e+00,3.101201201201201130e+00
1.011421448294306025e+00,3.110860860860860555e+00
