7.746550283388311565e-03,1.399999999999999911e+00
7.809403583038780801e-03,1.410610610610610438e+00
7.870769240641761408e-03,1.421221221221221187e+00
7.930681780681876972e-03,1.431831831831831714e+00
7.989174958841592858e-03,1.442442442442442463e+00
8.046281777578269748e-03,1.453053053053052990e+00
8.102034501460632712e-03,1.463663663663663517e+00
8.156464672264520516e-03,1.474274274274274266e+00
8.209603123827876117e-03,1.484884884884884793e+00
8.261479996665441541e-03,1.495495495495495319e+00
8.312124752343531819e-03,1.506106106106106068e+00
8.361566187615741483e-03,1.516716716716716595e+00
8.409832448320496076e-03,1.527327327327327122e+00
8.456951043041609217e-03,1.537937937937937871e+00
8.502948856533089003e-03,1.548548548548548398e+00
8.547852162909720317e-03,1.559159159159159147e+00
8.591686638605032858e-03,1.569769769769769674e+00
8.634477375098365340e-03,1.580380380380380201e+00
8.676248891412928835e-03,1.590990990990990950e+00
8.717025146386890230e-03,1.601601601601601477e+00
8.756829550719510621e-03,1.612212212212212226e+00
8.795684978794593781e-03,1.622822822822822753e+00
8.833613780283532807e-03,1.633433433433433279e+00
8.870637791530276012e-03,1.644044044044044028e+00
8.906778346720692699e-03,1.654654654654654555e+00
8.942056288838873268e-03,1.665265265265265082e+00
8.976491980412854704e-03,1.675875875875875831e+00
9.010105314052448133e-03,1.686486486486486358e+00
9.042915722781853793e-03,1.697097097097096885e+00
9.074942190169705408e-03,1.707707707707707634e+00
9.106203260259333396e-03,1.718318318318318161e+00
9.136717047302025940e-03,1.728928928928928688e+00
9.166501245296058281e-03,1.739539539539539437e+00
9.195573137334309144e-03,1.750150150150150186e+00
9.223949604763314464e-03,1.760760760760760713e+00
9.251647136156643247e-03,1.771371371371371239e+00
9.278681836105317354e-03,1.781981981981981988e+00
9.305069433828336983e-03,1.792592592592592515e+00
9.330825291605948646e-03,1.803203203203203042e+00
9.355964413038729555e-03,1.813813813813813791e+00
9.380501451135158167e-03,1.824424424424424318e+00
9.404450716230671956e-03,1.835035035035034845e+00
9.427826183740916841e-03,1.845645645645645594e+00
9.450641501752104351e-03,1.856256256256256121e+00
9.472909998451274627e-03,1.866866866866866648e+00
9.494644689399183574e-03,1.877477477477477397e+00
9.515858284648731971e-03,1.888088088088087924e+00
9.536563195711521279e-03,1.898698698698698450e+00
9.556771542375400164e-03,1.909309309309309199e+00
9.576495159375674956e-03,1.919919919919919948e+00
9.595745602922622561e-03,1.930530530530530475e+00
9.614534157088039726e-03,1.941141141141141002e+00
9.632871840053397819e-03,1.951751751751751751e+00
9.650769410222248545e-03,1.962362362362362278e+00
9.668237372199437601e-03,1.972972972972972805e+00
9.685285982639676300e-03,1.983583583583583554e+00
9.701925255967979583e-03,1.994194194194194081e+00
9.718164969974464953e-03,2.004804804804804608e+00
9.734014671285951339e-03,2.015415415415415357e+00
9.749483680716807335e-03,2.026026026026025662e+00
9.764581098501369863e-03,2.036636636636636410e+00
9.779315809410393107e-03,2.047247247247247159e+00
9.793696487753704785e-03,2.057857857857857908e+00
9.807731602271526142e-03,2.068468468468468213e+00
9.821429420916535577e-03,2.079079079079078962e+00
9.834798015529052501e-03,2.089689689689689711e+00
9.847845266407365822e-03,2.100300300300300016e+00
9.860578866775557630e-03,2.110910910910910765e+00
9.873006327150683423e-03,2.121521521521521514e+00
9.885134979611664638e-03,2.132132132132132263e+00
9.896971981971695864e-03,2.142742742742742568e+00
9.908524321856369832e-03,2.153353353353353317e+00
9.919798820689362459e-03,2.163963963963963621e+00
